Execution Time,Side,Contract,Status,Qty,Execution Price,Notional,Exchange Fees,Trade ID,Order ID,Account,Firm,User
11-09-20 - 5:12:56 PM,Sell,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109230000661""","""20201109230000659""",ACCT2220,F220,U5220
11-09-20 - 5:12:56 PM,Buy,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109230000661""","""20201109230000640""",ACCT1110,F110,U5110
11-09-20 - 5:12:56 PM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109230000645""","""20201109230000643""",ACCT2220,F220,U5220
11-09-20 - 5:12:56 PM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109230000645""","""20201109230000640""",ACCT1110,F110,U5110
11-09-20 - 5:12:55 PM,Sell,SWP-XBT-USD-X20,Open,30,15000.00,450000.00,450,"""20201109230000626""","""20201109230000624""",ACCT2220,F220,U5220
11-09-20 - 5:12:55 PM,Buy,SWP-XBT-USD-X20,Open,30,15000.00,450000.00,450,"""20201109230000626""","""20201109230000602""",ACCT1110,F110,U5110
11-09-20 - 5:12:54 PM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109230000607""","""20201109230000605""",ACCT2220,F220,U5220
11-09-20 - 5:12:54 PM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109230000607""","""20201109230000602""",ACCT1110,F110,U5110
11-09-20 - 5:12:54 PM,Sell,SWP-XBT-USD-X20,Open,110,15000.00,1650000.00,1650,"""20201109230000588""","""20201109230000586""",ACCT2220,F220,U5220
11-09-20 - 5:12:54 PM,Buy,SWP-XBT-USD-X20,Open,110,15000.00,1650000.00,1650,"""20201109230000588""","""20201109230000580""",ACCT1110,F110,U5110
11-09-20 - 5:12:52 PM,Sell,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109230000566""","""20201109230000564""",ACCT2220,F220,U5220
11-09-20 - 5:12:52 PM,Buy,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109230000566""","""20201109230000561""",ACCT1110,F110,U5110
11-09-20 - 5:12:51 PM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109230000544""","""20201109230000539""",ACCT1110,F110,U5110
11-09-20 - 5:12:51 PM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109230000544""","""20201109230000542""",ACCT2220,F220,U5220
11-09-20 - 5:12:49 PM,Sell,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109230000519""","""20201109230000517""",ACCT2220,F220,U5220
11-09-20 - 5:12:49 PM,Buy,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109230000519""","""20201109230000498""",ACCT1110,F110,U5110
11-09-20 - 5:12:49 PM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109230000503""","""20201109230000501""",ACCT2220,F220,U5220
11-09-20 - 5:12:49 PM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109230000503""","""20201109230000498""",ACCT1110,F110,U5110
11-09-20 - 4:25:29 PM,Buy,SWP-XBT-USD-X20,Open,10,14300.00,143000.00,143,"""20201109210001259""","""20201109210001257""",TSTXBT04,JAMES,JAM002
11-09-20 - 4:25:29 PM,Sell,SWP-XBT-USD-X20,Open,10,14300.00,143000.00,143,"""20201109210001259""","""20201109210001254""",TSTACC1,TSTFRM1,FMOSCATI
11-09-20 - 4:24:17 PM,Sell,SWP-XBT-USD-X20,Open,10,13100.00,131000.00,131,"""20201109210001230""","""20201109210001228""",MMA02,MMF02,MF2TR
11-09-20 - 4:24:17 PM,Buy,SWP-XBT-USD-X20,Open,10,13100.00,131000.00,131,"""20201109210001230""","""20201109210001222""",GLOBACC1,GLOBUSA,FMOSCAGL
11-09-20 - 4:20:11 PM,Buy,SWP-XBT-USD-10X20,Open,30,13100.00,393000.00,393,"""20201109210001196""","""20201109210001194""",GLOBACC1,GLOBUSA,FMOSCAGL
11-09-20 - 4:20:11 PM,Sell,SWP-XBT-USD-10X20,Open,30,13100.00,393000.00,393,"""20201109210001196""","""20201109210001188""",MMA02,MMF02,MF2TR
11-09-20 - 4:17:07 PM,Sell,SWP-XBT-USD-10X20,Open,20,13000.00,260000.00,260,"""20201109210001160""","""20201109210001158""",TSTACC1,TSTFRM1,FMOSCATI
11-09-20 - 4:17:07 PM,Buy,SWP-XBT-USD-10X20,Open,20,13000.00,260000.00,260,"""20201109210001160""","""20201109210001148""",TSTXBT04,JAMES,JAM002
11-09-20 - 3:56:54 PM,Sell,SWP-XBT-USD-X20,Open,30,15000.00,450000.00,450,"""20201109210001084""","""20201109210001082""",ACCT2220,F220,U5220
11-09-20 - 3:56:54 PM,Buy,SWP-XBT-USD-X20,Open,30,15000.00,450000.00,450,"""20201109210001084""","""20201109210001060""",ACCT1110,F110,U5110
11-09-20 - 3:56:54 PM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210001065""","""20201109210001063""",ACCT2220,F220,U5220
11-09-20 - 3:56:54 PM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210001065""","""20201109210001060""",ACCT1110,F110,U5110
11-09-20 - 3:56:48 PM,Sell,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109210001046""","""20201109210001044""",ACCT2220,F220,U5220
11-09-20 - 3:56:48 PM,Buy,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109210001046""","""20201109210001025""",ACCT1110,F110,U5110
11-09-20 - 3:56:48 PM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210001030""","""20201109210001028""",ACCT2220,F220,U5220
11-09-20 - 3:56:48 PM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210001030""","""20201109210001025""",ACCT1110,F110,U5110
11-09-20 - 3:56:46 PM,Sell,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109210001010""","""20201109210001008""",ACCT2220,F220,U5220
11-09-20 - 3:56:46 PM,Buy,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109210001010""","""20201109210000989""",ACCT1110,F110,U5110
11-09-20 - 3:56:46 PM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210000994""","""20201109210000992""",ACCT2220,F220,U5220
11-09-20 - 3:56:46 PM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210000994""","""20201109210000989""",ACCT1110,F110,U5110
11-09-20 - 3:56:31 PM,Sell,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109210000884""","""20201109210000882""",ACCT2220,F220,U5220
11-09-20 - 3:56:31 PM,Buy,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109210000884""","""20201109210000879""",ACCT1110,F110,U5110
11-09-20 - 3:56:30 PM,Sell,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109210000864""","""20201109210000862""",ACCT2220,F220,U5220
11-09-20 - 3:56:30 PM,Buy,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109210000864""","""20201109210000859""",ACCT1110,F110,U5110
11-09-20 - 3:56:29 PM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210000841""","""20201109210000839""",ACCT2220,F220,U5220
11-09-20 - 3:56:29 PM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210000841""","""20201109210000835""",ACCT1110,F110,U5110
11-09-20 - 3:56:27 PM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210000817""","""20201109210000815""",ACCT2220,F220,U5220
11-09-20 - 3:56:27 PM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210000817""","""20201109210000812""",ACCT1110,F110,U5110
11-09-20 - 3:56:26 PM,Buy,SWP-XBT-USD-X20,Open,40,15000.00,600000.00,600,"""20201109210000798""","""20201109210000771""",ACCT1110,F110,U5110
11-09-20 - 3:56:26 PM,Sell,SWP-XBT-USD-X20,Open,40,15000.00,600000.00,600,"""20201109210000798""","""20201109210000796""",ACCT2220,F220,U5220
11-09-20 - 3:56:25 PM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210000776""","""20201109210000771""",ACCT1110,F110,U5110
11-09-20 - 3:56:25 PM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210000776""","""20201109210000774""",ACCT2220,F220,U5220
11-09-20 - 3:56:24 PM,Sell,SWP-XBT-USD-X20,Open,30,15000.00,450000.00,450,"""20201109210000757""","""20201109210000755""",ACCT2220,F220,U5220
11-09-20 - 3:56:24 PM,Buy,SWP-XBT-USD-X20,Open,30,15000.00,450000.00,450,"""20201109210000757""","""20201109210000733""",ACCT1110,F110,U5110
11-09-20 - 3:56:23 PM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210000738""","""20201109210000736""",ACCT2220,F220,U5220
11-09-20 - 3:56:23 PM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210000738""","""20201109210000733""",ACCT1110,F110,U5110
11-09-20 - 3:56:22 PM,Buy,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109210000716""","""20201109210000708""",ACCT1110,F110,U5110
11-09-20 - 3:56:22 PM,Sell,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109210000716""","""20201109210000714""",ACCT2220,F220,U5220
11-09-20 - 3:56:21 PM,Sell,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109210000691""","""20201109210000689""",ACCT2220,F220,U5220
11-09-20 - 3:56:21 PM,Buy,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109210000691""","""20201109210000683""",ACCT1110,F110,U5110
11-09-20 - 3:56:20 PM,Sell,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109210000669""","""20201109210000664""",ACCT2220,F220,U5220
11-09-20 - 3:56:20 PM,Buy,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109210000669""","""20201109210000661""",ACCT1110,F110,U5110
11-09-20 - 3:56:14 PM,Sell,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109210000647""","""20201109210000645""",ACCT2220,F220,U5220
11-09-20 - 3:56:14 PM,Buy,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109210000647""","""20201109210000626""",ACCT1110,F110,U5110
11-09-20 - 3:56:13 PM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210000631""","""20201109210000629""",ACCT2220,F220,U5220
11-09-20 - 3:56:13 PM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109210000631""","""20201109210000626""",ACCT1110,F110,U5110
11-09-20 - 3:56:13 PM,Sell,SWP-XBT-USD-X20,Open,30,15000.00,450000.00,450,"""20201109210000612""","""20201109210000610""",ACCT2220,F220,U5220
11-09-20 - 3:56:13 PM,Buy,SWP-XBT-USD-X20,Open,30,15000.00,450000.00,450,"""20201109210000612""","""20201109210000588""",ACCT1110,F110,U5110
