Execution Time,Side,Contract,Status,Qty,Execution Price,Notional,Exchange Fees,Trade ID,Order ID,Account,Firm,User
11-09-20 - 11:23:13 AM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170001063""","""20201109170001058""",ACCT1110,F110,U5110
11-09-20 - 11:23:13 AM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170001063""","""20201109170001061""",ACCT2220,F220,U5220
11-09-20 - 11:23:07 AM,Sell,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109170001036""","""20201109170001034""",ACCT2220,F220,U5220
11-09-20 - 11:23:07 AM,Buy,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109170001036""","""20201109170001015""",ACCT1110,F110,U5110
11-09-20 - 11:23:07 AM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170001020""","""20201109170001018""",ACCT2220,F220,U5220
11-09-20 - 11:23:07 AM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170001020""","""20201109170001015""",ACCT1110,F110,U5110
11-09-20 - 11:23:05 AM,Sell,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109170001000""","""20201109170000998""",ACCT2220,F220,U5220
11-09-20 - 11:23:05 AM,Buy,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109170001000""","""20201109170000979""",ACCT1110,F110,U5110
11-09-20 - 11:23:05 AM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000984""","""20201109170000982""",ACCT2220,F220,U5220
11-09-20 - 11:23:05 AM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000984""","""20201109170000979""",ACCT1110,F110,U5110
11-09-20 - 11:22:50 AM,Sell,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109170000918""","""20201109170000916""",ACCT2220,F220,U5220
11-09-20 - 11:22:50 AM,Buy,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109170000918""","""20201109170000913""",ACCT1110,F110,U5110
11-09-20 - 11:22:49 AM,Sell,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109170000898""","""20201109170000896""",ACCT2220,F220,U5220
11-09-20 - 11:22:49 AM,Buy,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109170000898""","""20201109170000893""",ACCT1110,F110,U5110
11-09-20 - 11:22:48 AM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000875""","""20201109170000873""",ACCT2220,F220,U5220
11-09-20 - 11:22:48 AM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000875""","""20201109170000869""",ACCT1110,F110,U5110
11-09-20 - 11:22:46 AM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000851""","""20201109170000849""",ACCT2220,F220,U5220
11-09-20 - 11:22:46 AM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000851""","""20201109170000846""",ACCT1110,F110,U5110
11-09-20 - 11:22:45 AM,Sell,SWP-XBT-USD-X20,Open,40,15000.00,600000.00,600,"""20201109170000832""","""20201109170000830""",ACCT2220,F220,U5220
11-09-20 - 11:22:45 AM,Buy,SWP-XBT-USD-X20,Open,40,15000.00,600000.00,600,"""20201109170000832""","""20201109170000805""",ACCT1110,F110,U5110
11-09-20 - 11:22:44 AM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000810""","""20201109170000808""",ACCT2220,F220,U5220
11-09-20 - 11:22:44 AM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000810""","""20201109170000805""",ACCT1110,F110,U5110
11-09-20 - 11:22:43 AM,Buy,SWP-XBT-USD-X20,Open,30,15000.00,450000.00,450,"""20201109170000791""","""20201109170000767""",ACCT1110,F110,U5110
11-09-20 - 11:22:43 AM,Sell,SWP-XBT-USD-X20,Open,30,15000.00,450000.00,450,"""20201109170000791""","""20201109170000789""",ACCT2220,F220,U5220
11-09-20 - 11:22:42 AM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000772""","""20201109170000770""",ACCT2220,F220,U5220
11-09-20 - 11:22:42 AM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000772""","""20201109170000767""",ACCT1110,F110,U5110
11-09-20 - 11:22:41 AM,Sell,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109170000750""","""20201109170000748""",ACCT2220,F220,U5220
11-09-20 - 11:22:41 AM,Buy,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109170000750""","""20201109170000742""",ACCT1110,F110,U5110
11-09-20 - 11:22:40 AM,Buy,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109170000725""","""20201109170000717""",ACCT1110,F110,U5110
11-09-20 - 11:22:40 AM,Sell,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109170000725""","""20201109170000723""",ACCT2220,F220,U5220
11-09-20 - 11:22:39 AM,Sell,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109170000703""","""20201109170000662""",ACCT2220,F220,U5220
11-09-20 - 11:22:39 AM,Buy,SWP-XBT-USD-X20,Open,100,15000.00,1500000.00,1500,"""20201109170000703""","""20201109170000659""",ACCT1110,F110,U5110
11-09-20 - 11:22:33 AM,Sell,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109170000645""","""20201109170000643""",ACCT2220,F220,U5220
11-09-20 - 11:22:33 AM,Buy,SWP-XBT-USD-X20,Open,20,15000.00,300000.00,300,"""20201109170000645""","""20201109170000624""",ACCT1110,F110,U5110
11-09-20 - 11:22:32 AM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000629""","""20201109170000627""",ACCT2220,F220,U5220
11-09-20 - 11:22:32 AM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000629""","""20201109170000624""",ACCT1110,F110,U5110
11-09-20 - 11:22:32 AM,Sell,SWP-XBT-USD-X20,Open,30,15000.00,450000.00,450,"""20201109170000610""","""20201109170000608""",ACCT2220,F220,U5220
11-09-20 - 11:22:32 AM,Buy,SWP-XBT-USD-X20,Open,30,15000.00,450000.00,450,"""20201109170000610""","""20201109170000586""",ACCT1110,F110,U5110
11-09-20 - 11:22:31 AM,Sell,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000591""","""20201109170000589""",ACCT2220,F220,U5220
11-09-20 - 11:22:31 AM,Buy,SWP-XBT-USD-X20,Open,80,15000.00,1200000.00,1200,"""20201109170000591""","""20201109170000586""",ACCT1110,F110,U5110
